,Unnamed: 0.1,Unnamed: 0,Reviews,Years,Reviews in English,Score sentiment,Language,Communication issue,time issue,staff issue,Time issue,Staff issue,Technical issue,Policy issue
34,34,34,"Вы с каждым днём проявляете все больше неуважения и наплевательского отношения к своим клиентам. Номер не работает, а ваша поддержка в вотс ап игнорируя этот факт продолжает культурным образом показывать как им наплевать на нас. ты им 3 раза пишешь что нуждаешься в помощи для решения проблемы, а тебе в наглую продолжают писать звоните в 132 хотя знают что номер не работает! Я не могу воспользоваться своими собственными деньгами с карты! Вы Банк или как я не могу понять? как смогу обнулить счёт перейду на другой банк, проснись и поймите что вы не одни и уйти от вас намного легче чем прогуляться без макси!",1/1/2020,"Every day you show more and more disrespect and disregard for your customers. The number does not work, and your WhatsApp support, ignoring this fact, continues to show in a cultural way how they do not care about us. you write to them 3 times that you need help to solve the problem, but they continue to write to you insolently, I want to call to call-center although they know that the number does not work! I can't use my own money from the card! Are you a Bank or how can I not understand? how can I reset the account, I will switch to another bank, wake up and understand that you are not alone and getting away from you is much easier than walking without a maxi!",1.4e-06,ru,True,False,False,False,False,True,False
35,35,35,"This is a scam bank! I transferred money to my mom's Kapital Bank account for her medicine, and the bank has deducted 44% as commission of the money sent! This is unacceptable.
Bank refuses to give the money or to cancel the transfer. Ridiculous",1/1/2021,"This is a scam bank! I transferred money to my mom's Bank account for her medicine, and the bank has deducted 44% as commission of the money sent! This is unacceptable.
Bank refuses to give the money or to cancel the transfer. Ridiculous",1.4e-06,en,False,False,True,False,True,True,True
36,36,36,"Həddən artıq çox narazıyam bankın xidmətimdən. Dərəbəylikdir. 4 aydır ki sistemləri təzələnir, kredit götürmək olmur, kreditin verilməsi imtina olunur, indi sistem təzələnib, yoldaşımın 3 aydır açtıdığı təcili kredit xətti ləğv olunub, heç bir xəbərdarlıq edilmədən, ləğvin səbəbini bildirmədən. Filiala da gedirsən saatlarla dayanıb növbə gözləyirsən, yeganə bankdır ki, növbə tutmağa monitor sistemi yoxdur, ""burada axırıncı kimdir"" sualını verib, növbə tutursan.",1/1/2016,"I am extremely dissatisfied with my bank's service. It's genius. The system has been updated for 4 months, it is not possible to take a loan, the loan is refused, now the system has been updated, the emergency credit line that my husband opened for 3 months has been cancelled, without any warning, without stating the reason for the cancellation. You also go to the branch and wait for hours and wait in line. It is the only bank that does not have a queue monitoring system. You ask the question ""who is the last one here"" and wait in line.",1.43e-06,az,True,True,False,True,False,True,True
37,37,37,"21.09.2022-ci il tarixində kart yenilənməsini online sifariş etdim. 26.09.2022-ci il tarixində yeni kartın ünvana çatdırılacağı bildirilsə də 2 gündür operatorlardan kartın hazır olmadığını və əvvəl 3, bu gün ise daha10 iş gunu gözləməli olduğumu eşidirəm.Öncəki kartımı da blok etdiyinizdən heç bir ödəniş edə bilmirəm.Vaxtında kartı hazır edə bilməyəcəksinizsə niyə sifariş götürürsünüz, hem də ki öz təşəbbüsünüz ilə.",1/1/2022,"I ordered the card renewal online on 21.09.2022. Although it was stated that the new card will be delivered to the address on 26.09.2022, I have been hearing from the operators for 2 days that the card is not ready and that I have to wait 3 more business days, and today I have to wait 10 more business days. Since you also blocked my previous card, I can't make any payment. If you can't get the card ready on time, why you take orders, and on your own initiative.",1.58e-06,az,True,True,False,True,True,False,False
38,38,38,"Ödəniş terminaldan azəriqaz smart karta 40 manat ödəmişəm. İndiyə kimi həmən məbləğ köçürülməyib, şikayətə baxan yoxdur, dəfələrlə yalan məlumat verilib, iki gün küçib amma məsələ həllini tapmayıb. Siz belə sadə ödənişlərdə vətandaşlara problem yaradırsız. Sizin bankda əmanəti olan necə əzziyyət çəkəcək.",1/1/2020,"I paid 40 AZN to the Azerigaz smart card from the payment terminal. Until now, the amount has not been transferred, there is no one to look into the complaint, false information has been given many times, for two days the issue has not been resolved. You create problems for citizens in such simple payments. How will the person who has bank account and deposit suffer?",1.85e-06,az,False,False,True,False,True,True,False
39,39,39,"Bu bankın nə Facebook-da nə də başqa yerdə operativ işləyən operatoru yoxdur, cavab almaq olmur. nömrəyə zəng vururda olursan 20-ci adam, məqsəd kontur yeməkdi. karta pul qoyursan yenə alınmır, hələ üstəlik mənfiyə düşür çox biabırçı bankdır",1/1/2021,"This bank does not have an active operator on Facebook or anywhere else, and it is impossible to get an answer. When you call the number, you are the 20th person, you just lose your balance on the phone. if you put money on the card, it still doesn't work, moreover, it goes into the negative, it's a very shameful bank",1.97e-06,az,True,False,False,False,True,False,False
40,40,40,"Bu bankla əlaqə saxladığım günə lənət olsun! Gah mobil tətbiqi işləmir, gah kefləri istəyir günün ortasında yenilənmə əməliyyatı edirlər, gah kartları işləmir, gah digər əməlliyatları işləmir... Adam nə qədər bu yaramaz banka görə marketdə, YDM-də biabır olar? Adam nə qədər çağrı mərkəzinə zəng edər?",1/1/2023,"Curse the day I contacted this bank! Sometimes the mobile application doesn't work, sometimes they want to have fun, they do a renewal operation in the middle of the day, sometimes the cards don't work, sometimes other transactions don't work... How long will a person be embarrassed in the market and in the YDM because of this bad bank? How many calls does the person make to the call-center?",1.97e-06,az,True,False,False,False,False,True,False
41,41,41,"Я не знаю, что с вами случилось. Я обожала ваш банк за работу с клиентами, приложение MobilŞöbe, Офис24. Но всё сейчас хромает, не работает. 
Почему в MŞ больше невозможно получить онлайн перевод WU? пару недель назад ваш оператор мне сказал, что это временное неудобство, но... а ещё зависает, после вычисления и зачисления денег итоговая сумма не меняется, показывает прежнюю. Ничего не поменялось даже после того, как несколько раз перезагрузила. Короче, очень хочу и надеюсь, что в скором времени вернете прежнее качество работы.",1/1/2020,"I don't know what happened to you. I adored your bank for customer service. But now everything is lame, does not work.
Why is it no longer possible to receive an online WU transfer in mobile application. a couple of weeks ago, your operator told me that this was a temporary inconvenience, but ... and it also freezes, after calculating and crediting the money, the total amount does not change, it shows the previous one. Nothing has changed even after rebooting several times. In short, I really want and hope that you will soon return the previous quality of work.",2.15e-06,ru,True,False,False,True,True,True,False
42,42,42,"Sahibkar kartımdan əməliyyat etmək mümkün deyildi. Zəng vurub dəqiqləşdirdim. Dedilər kart yenilənməlidir. Kartı yenilədim yenə də heç bir dəyişiklik yoxdur. Online kart istifadə etmək mümkün deyil. Neçə dəfə əlaqə saxlamışam ancaq bir söz deyilir ki, yönləndirilib baxılır. Artıq həftədən çoxdur ki, bu problemi yaşayıram. Ən qeyri-professional yanaşmanı gördüm sizdə müştəri öz işinin arxasınca qaçmasa heç bir problem həll etməyiniz yoxdur. Bu bankı heç kimə tövsiyə etmirəm. Özüm da problem həll olsa da olmasa da bütün işlərimi başqa banka keçirəcəm. Bir ildir rəsmən mənə baş ağrısından başqa bir şey yaşatmadı bu bank.",1/1/2022,"My business card could not be processed. I called and confirmed. They said the card should be updated. I updated the card and still no change. It is not possible to use the card online. How many times have I contacted, but only one word is said that it is forwarded and looked at. I've been having this problem for over a week now. I saw the most unprofessional approach, you don't solve the problem if the client does not follow his work. I do not recommend this bank to anyone. I myself will transfer all my work to another bank whether the problem is solved or not. This bank has officially given me nothing but headaches for a year.",2.44e-06,az,True,False,False,True,False,True,False
43,43,43,"DO NOT go to this bank!!! The operator I had to turn to was sooo slow, bullying people who were waiting in line. Although, there were only a couple of people in the bank. A real loafer! 😕 How can you hire such unfortunate workers who don’t want to work and don’t know how to work? 🙄",1/1/2021,"DO NOT go to this bank!!! The operator I had to turn to was sooo slow, bullying people who were waiting in line. Although, there were only a couple of people in the bank. A real loafer! How can you hire such unfortunate workers who don’t want to work and don’t know how to work?",2.71e-06,en,True,True,True,True,True,False,False
44,44,44,"Одно из самых негативных впечатлений работы с банками мне оставил Капитал Банк. Сделал перевод из своего Банка за границей используя SWIFT в конце ноября деньги сели в капитал банк. В начале декабря я хотел узнать почему я не вижу на счете в капитале - мне в ответ зарегистрировали заявку и сказали ждать. Вначале обещали подождать дней 10, но сегодня 16е и никаких новостей, операторы говорят совершенно бесполезную информацию. Пробовал делать переводы в другие банки после этого случая, такие как Рабита и Бейналхалг, там это заняло 2-3 дня и никаких проблем.",1/1/2022,"One of the most negative impressions of working with banks was your Bank. I made a transfer from my Bank abroad using SWIFT at the end of November, the money went into the capital of the bank. At the beginning of December, I wanted to know why I didn’t see it on the account in the capital - in response, they registered an application for me and told me to wait. At first they promised to wait 10 days, but today is the 16th and no news, the operators say completely useless information. I tried to make transfers to other banks after this incident, where it took 2-3 days and no problems.",3.73e-06,ru,False,True,True,True,True,True,False
45,45,45,"""Hörmətli"" bank, siz ölkənin ""ən nüfuzlu"" banklarından biri olaraq ""MÜŞTƏRİ MƏMNUNİYYƏTİ"", ""PEŞƏKAR XİDMƏT"" nədir bilirsiniz? Yoxsa bunları sizə üstünə qışqırıb bağırdığınız sıravi vətəndaşlar öyrətməlidir?
Sizin Yasamal filialınızda bu gün mənə bütün stress və əsəb yaşadıblar. İçəriyə girən kimi hər birinin adının qabağında böyük hərflərlə ""mütəxəssis"" yazılan işçilərinizdən birinə yaxinlaşdım (çox heyif adını unutmuşam), o isə məni yenə ""peşəkar mütəxəssislərinizdən"" biri olan Cəmilə xanıma yönləndirdi. Həqiqətən xanım göz süzmək, baş yelləmək, növbədən kənar müştəri qəbul etmək, hər müştəri ilə 30 dəqiqə işləmək barəsində çox ""peşəkar"" idi. Sonunda uzun göz süzmələrdən sonra növbə mənə çatanda xanım mənə məlumat verdi ki, işçimiz sizi səhv yönləndirib. Sonra yenidən həmin ""mütəxəssisə"" yaxinlaşdım və dedi ki, səhv başa düşmüşəm. Sizin səhvləriniz ucbatından 30 dəqiqə vaxt itirməliyəm mən? Heyifki ""peşəkar mütəxəssislərsiniz"", bunu cavablandıra bilmədi və ağıllarına növbə götürmək gəldi. Amma orda i...",1/1/2022,"""Dear"" bank, as one of the ""most prestigious"" banks in the country, do you know what ""CUSTOMER SATISFACTION"" and ""PROFESSIONAL SERVICE"" are? Or should they be taught by the ordinary citizens you yell at?
In your Yasamal branch, I experienced all the stress and nerves today. As soon as I entered, I approached one of your employees who had ""specialist"" written in big letters in front of each one's name (sorry I forgot her name), and she again directed me to one of your ""professional experts"", Ms. Jamila. Indeed, the lady was very ""professional"" about winking, nodding, accepting customers outside the queue, working with each customer for 30 minutes. Finally, when it was my turn, after a long search, the lady informed me that our employee misdirected you. Then I approached the same ""expert"" again and he said that I had misunderstood. Do I have to waste 30 minutes because of your mistakes? Heyifki ""you are professional experts"", he could not answer this and it came to his mind to take turns. But I didn't have 3...",3.76e-06,az,True,True,True,True,True,True,False
46,46,46,"92 ay Bu Bankla işləmişəm, Daha Doğrusu müştəriləri olmuşam amma təəssüf ki Müsbət tarixçəyə malik olan müştərilərini itirirlər. Kredit Arayış ilədir, Biznes kreditini də atıblar ortaya. Oradanda nəsə alınmır, fırladırlar yenə Arayışa. Belə nəticəyə gəlmək olur ki, ümumiyyətlə bu banklara etibar elemek olmaz...
Özüdə 80% yalan danışırlar, Vaxtım olsaydı Bunları bu yalanlarına görə məhkəməyə verərdim...
P.S Bir Bank ki, Adi vətəndaşına, Arayışı olmayan yəni qeyri- rəsmi iş yeri olanlara Kredit ayıra bilmirsə o bank Bank deyil, qəbul edilməzdir.",1/1/2020,"I have worked with this Bank for 92 months, I have actually been their customer, but unfortunately they are losing customers who have a positive history. The loan is with a reference, they also introduced the business loan. Something is not working there, they turn again to Reference. One can come to the conclusion that in general these banks cannot be trusted...
80% of them are lying. If I had time, I would sue them for their lies...
P.S. If a bank cannot provide loans to ordinary citizens, those who do not have a reference, that is, those who have an informal job, that bank is not a bank, it is unacceptable.",4.32e-06,az,False,False,False,False,False,False,True
47,47,47,"Kartımı təzələmək üçün online müraciət etdim. Artlq 7 iş günü keçib təəssüf ki, kart itkin düşüb. Taleyi bəlli deyil hələ də.
Ümuniyyətlə, xidmət müddəti 3-7 iş günü kimi qeyd edilsə də, hələ heç vaxt bu bank 3 günə heç nə etməyib. 7+ olur adətən icra müddəti bunlarda…
Hamıya səbr və daha yaxşı xidmət göstərən bank arzulayıram!
Heç kəsə tövsiyyə etmirəm bu bankı.",1/1/2021,"I applied online to renew my card. It's been 7 working days, unfortunately, the card is missing. Its fate is still unknown.
Usually, the service period is stated as 3-7 working days, but this bank has never done anything in 3 days. It takes usually more than seven days here...
I wish everyone patience and a better service bank!
I do not recommend this bank to anyone.",4.56e-06,az,True,True,True,True,True,True,False
48,48,48,Bü gün çox böyük məsuliyyətsizliklə qarşılaşdım. Deməli səhər təcili kart sifariş verib mədaxil də etmişəm. Mənə deyildiyi kimi axşam 5-6 arası baş ofisə yaxınlaşdım .Sən demə sifariş hələ ofisə daxil olmayıbmış. 1 saat kartın istehsalını gözləmişəm. kassada oturan əməkdaşınızın operativ xidməti olmasaydı kart sabaha qalacaqdı mən isə bütün işimi sizin banka arxayın olaraq planlamışdım. Deməli mən 6-ya 15 dəqiqə qalmış gəlib kartı yadınıza salmasaydım bu gün kart mənə verilməyəcəkdi. daha sonra kartı yoxlamaq üçün bankomata daxil etdikdə orda qaldı daha bir 15 dəqiqə də onu gözləmişəm. Xidmətinizə əl gəzdirin! bircə o kassada oturan operativ əməkdaşınızdan başqa bankınızdan narazıyam!,1/1/2017,"Today I encountered a lot of irresponsibility. So, I ordered an emergency card in the morning and made the deposit. As I was told, I approached the main office between 5-6 in the evening. You say that the order has not yet entered the office. I waited 1 hour for the production of the card. if it wasn't for the operative service of your employee sitting at the cash desk, the card would have remained until tomorrow, and I had planned all my work with confidence in your bank. So, if I had not come 15 minutes before 6 and reminded you of the card, the card would not have been given to me today. later, when I inserted the card into the ATM to check, it remained there for another 15 minutes. Get your hands on your service! I am dissatisfied with your bank, except for the operative employee sitting at that cash desk!",4.86e-06,az,False,True,True,True,True,True,False
49,49,49,"Qeyri-peşəkar komandanız var, Şikayətlə Bağlı Qaynar xəttə zəng edirəm 5 dəqiqə mənə mahnı qulaq asdırırlar, niyə cavab vermirlər, boş boşuna kontur gedir. Xəzinədə bir özündən razı amma heç nəyi bacarmayan Xəzinədarınız var, Dediyim yerə ödənişi ödəməkdən boyun qaçırıb başqa yerə ödədi ki, neçə ildir işləyirəm məndən çox biləcək deyilsən, Sonra da nazirliyə getdim ki, pul elə düşündüyüm kimi hesaba oturmayıb. Səbəb isə ""Özünü Hamıdan Ağıllı bilən"" İşçiniz başqa yerə ödəyib, indi deyirəm ki ləğv edin mən dediyim yerə ödəyin. Etmirlər, əvəzinə bir məktub veribdilər ki, yazmışıq xəzinəyə filan. Çox pis işləyirsiz, sizin işçilərə görə mənim boş yerə vaxtım və pulum gedib. Qısa zamanda problemim həll olunmasa göstərilən yanlış xidmətə və təzminatla bağlı məhkəməyə müraciət edəcəm. Bu bankın faktiki olaraq şikayətlərlə bağlı qaynar xətti yoxdur. Nə gündə çalışırsız siz.",1/1/2016,"You have an unprofessional team, I call the Hotline about my Complaints , they listen to me for 5 minutes, why don't they answer, the line goes disconnected, in vain. In the treasury, you have a self-satisfied employee but unable to do anything, he refused to pay the payment to the place I told and paid it elsewhere, by saying you don't know more than me how many years I have been working, and then I went to the ministry to find that the money was not deposited in the account as I thought. The reason is that your ""Self-Proclaimed Smarter"" Employee paid elsewhere, now I say cancel it and pay where I said. They don't do it, instead they gave a letter that we wrote to the treasury or something. You work very badly, I wasted my time and money because of your employees. If my problem is not resolved soon, I will file a lawsuit regarding wrong service and compensation. This bank has no hotline fregarding complaints. What day do you work?",5.19e-06,az,True,False,True,True,True,False,False
50,50,50,"Xidmət səviyyəsi çox aşağıdır. Növbə sistemi biabırçı, online kart sifarişim var, ancaq kartı götürmək üçün gərək gedib, kredit alanla, pul göndərənlə, kassa əməliyyatı edənlə və s. eyni növbədə durasan. Nəyi online oldu?!, bilmirəm. 
Fərdi şəxslərə, online növbə sistemi yoxdur. Hansi zəmanədir ki, filialın önündə kağızdan növbə siyahısı tutulur.",1/1/2020,"Service level is very low. The queuing system is shameful, I have an online card order, but to pick up the card, I have to go, talk to the borrower, money sender, cashier, etc. you stand in the same queue. What happened online?!, I don't know.
For individuals, there is no online queue system. Still a paper queue list is kept in front of the branch.",5.33e-06,az,True,True,False,True,False,True,False
51,51,51,Qələt edib sizin bankdan kredit götürdük. artıq 1-ci aydan problem yaşanır. Krediti ayın 10-u yəni vaxtında ödəməyimə və kartdan pulu çıxmağına baxmayaraq ödənişim sizin bankdan yaranan problemə görə hələ də ödənilməyib və artıq 10 gündür sizdən yaranan problemə görə cərimə hesablanır və kredit tarixçəmə də gecikmə yazılır. 10 gündür sizin müştəri xidmətlərinə hər gün zəng vurmağıma baxmayaraq hər dəfə yola verib problemi həll etmirlər! Ya problemi həll edin ya da bildiyim hər yerə bankdan şikayət ərizəsi yazacam.,1/1/2017,"We made a mistake and took a loan from your bank. the problem has been happening since the 1st month. Despite the fact that I paid the loan on time on the 10th of the month and the money was deducted from the card, my payment has not yet been paid due to the problem caused by your bank, and for the problem caused by you for 10 days, a penalty is calculated and a delay is written on my credit history. Even though I have called your customer service every day for 10 days, they don't solve the problem every time! Either solve the problem or I will file a complaint with the bank everywhere I know.",5.63e-06,az,True,True,False,True,False,True,True
52,52,52,"You just have to find a worse bank. No compromises on payment issues, etc. Even a person who has been paying all their loans on time for more than 5 years. The problem loans department is a cultural redneck. Of course, there are also good workers who know their job. But in general, the policy of the bank and the attitude towards customers is terrible. I do not advise.",1/1/2018,"You can not find a worse bank. No compromises on payment issues, etc. Even a person who has been paying all their loans on time for more than 5 years. The problem loans department is a cultural redneck. Of course, there are also good workers who know their job. But in general, the policy of the bank and the attitude towards customers is terrible. I do not advise.",6.05e-06,en,False,False,True,False,True,False,True
53,53,53,"Bu gün terminaldan pul yükləmək istədim, müştəri kodu səhvdir dedi. 2 terminalda dəfələrlə cəhd etdim. 10 dəqiqədən sonra yoxlayanda işlədi, amma pul hələ hesabıma oturmayıb. Baxmayaraq ki, ilk dəfədi belə problemlə qarşılaşıram, amma kartda pul lazımdı mənə. Bu problemdən sonra başqa banka keçməli olacam.",1/1/2019,"Today I tried to load money from the terminal, it said that the code is wrong. Tried multiple times in 2 terminals. When I checked after 10 minutes, it worked, but the money still hasn't been credited to my account. Although this is the first time I have encountered such a problem, I needed money on the card. I will have to switch to another bank after this problem.",6.2e-06,az,False,False,False,False,False,False,False
54,54,54,"Bankınız əvvəllər Bakının ən yaxşı bankılarından idi.Təxmini 2010-cu ildən müştərinizəm. Amma son vaxtlar servisdə çox böyük nöqsanlar var:
1)Karta 18:00-dan sonra pul oturtmaq olmur. Halbuki əvvəllər pul oturtmaq problem deyildi. Nəzərə alsaq ki,iş vaxtımız 18:00-da bitir onda necə pul oturdaq?
2)Heç adam Azneftdə 24 saat işləyən filial saxlayar? Bu qədər filial var. Memar Əcəmi, 28 Dilarə Əliyeva filialı, Sahil filialı varkən nəyə görə bakının çıxışında olan filial 24 saat işləyir?
3)PayKart şəbəkəsi yenilənmir. Ölüb basdıranı yoxdur. Mövcud olanlarında faizlərini basdırıblar. Heç olmasa digər bankların şəbəkələri ilə maraqlanın, görün nə var nə yox...
Bu problemlər həll olunandan sonra 5* məndən. Amma bu problemlər yenə davam etsə daimi müştərinizlərindən birini itirəcəksiz.",1/1/2018,"Your bank used to be one of the best banks in Baku. I have been your client since 2010. But recently, there are some big flaws in the service:
1) It is not possible to add money to the card after 18:00. However, getting money was not a problem before. If we take into account that our working time ends at 18:00, then how can we save money?
2) Does anyone have a 24-hour branch in Azneft? There are so many branches. Memar Acemi, 28 Dilara Aliyeva branch, why does the branch at the exit of Baku work 24 hours when there is a Sahil branch?
3) Paycard network is not updated. There is no one who dies and buries. They buried their interest in the existing ones. At least take a look at the networks of other banks and see what they have...
5 star from me once these issues are resolved. But if these problems continue, you will lose one of your regular customers.",6.47e-06,az,False,True,True,True,True,True,True
55,55,55,"Kredit kartı almaq üçün online müraciət forması var saytda, aylarla radiolarda bu xüsusiyyətləri haqqında reklam yerləşdiriblər. Nə isə inandıq, online formanı doldurmağa cəhd göstərdim, bir gün sayt işləmədi, növbəti gün dəfələrlə xəta verə verə iki saata formanı doldurub, şəxsiyyət vəsiqəsinin kopyasını yükləyib göndərdim, sonra saytdaki məsləhətçidən soruşuram ki, bu formanın cavabı nə vaxt çixacaq, deyir o müraciətlərə baxılmır, yəni elə belə qoymuşuq də. Bu birinci dəfə adamı dolamaqları. Yəni iki gündür boşuna vaxt itirdim. Banka getmək və kredit mütəxəssini görmək lazımdır. Yaxşı, gedərik. Canlı növbədir amma. Bankın reklamı yaxşıdır, düzü başqa bankdan 5 ildən çox işlətdiyim kredit xəttim de var. Reklama aldandiq deyək. Nə isə saat birdə bankda olmuşam. Məndən öncə növbədə kredit mütəxəssisi üçün iki nəfər var, iki də kredit mütəxəssisi var idi deyəsən. Onun da biri müştəri qəbul edir. Bu iki nəfərin yola salınması 2 saat çəkdi. Yenə nə isə, saat 3-də sıram gəldi. Kredit tarixçesi, əmək ha...",1/1/2018,"There is an online application form for getting a credit card on the site, and they have been advertising these features on the radio for months. We somehow believed it, I tried to fill out the online form, one day the site did not work, the next day it gave me many errors, I filled out the form for two hours, downloaded and sent a copy of the ID card, then I asked the consultant on the site when the answer to this form will come out, he said that applications are not processed. that is, we put it like that. This is the first time they have surrounded a person. In other words, I wasted my time for two days. You need to go to the bank and see a loan officer. Well, let's go. It's a live queue though. The bank's advertisement is good, I actually have a credit line from another bank that I have been using for more than 5 years. Let's say we were deceived by advertising. Anyway, I was at the bank at one o'clock. Before me, there were two people in line for the loan specialist, and it seems that there were also ...",6.68e-06,az,True,True,True,True,True,True,True
56,56,56,Heç bəyənmirəm 6 ay dan çoxdur ki bizi çürütdüz. Get-gəl get-gəl. Pul da vermədiniz yəni çıxarda bilmədik. Evin sənədini qoyub pul çıxartmalı idik. Çox pis dəhşət.,1/1/2014,"I don't like it at all. You have been spoiling us for more than 6 months. Go-go-go-go. You didn't give money, so we couldn't take it out. We had to leave the document of the house and withdraw money. Very bad, horror.",6.71e-06,az,False,True,False,True,False,False,False
57,57,57,"Bankın ödəmə aparatın (E-pay) vasitəsilə mobil nömrəyə pul yüklədim, amma 1 saatın keçməsinə baxmayaraq pul oturmadı. Qaynar xətt isə saat 22:00-a kimi işləyir. İndi mən səhərə kimi gözləməli olacam ki, pulumun aqibətini bilim. Bu sadəcə biabırçılıqdır!",1/1/2018,"I loaded money to the mobile number through the bank's payment device (E-pay), but even after 1 hour, the money did not transfer. The hotline works until 22:00. Now I will have to wait until morning to find out what happened to my money. This is just a shame!",7.36e-06,az,True,True,False,True,False,True,False
58,58,58,"Deməli növbə üçün saat 3-də rəqəm çəkib 2 saat gözləmişəm, saat 5-de mənə yaxınlaşıb deyirlər ki gözləməyin, kassa artıq bağlıdır. Çox qeyri-adi xidmət göstərirlər. İşçilər isə elə bil yata yata xidmət edirlər. Çoooox pis.",1/1/2018,"So, I pulled a number for the queue at 3 o'clock and waited for 2 hours, and at 5 o'clock they approached me and told me not to wait, the ticket office is already closed. They provide very unusual service. And the workers seem to be serving all the time. Sooo bad.",7.63e-06,az,True,True,True,True,True,True,False
59,59,59,"Xidmət bərbaddır. Neftçilərdəki filialda sadəcə rekvizit götürmək üçün 1 saatdır gözləyirəm. 1 əməliyyatçı iş başındadır. Baxıram ki, kim kredit almağa gəlir sırada məndən də irəli düşür. Xidmətiniz çox bərbaddır!!!",1/1/2022,The service is terrible. I have been waiting for 1 hour at the branch in Neftchiler just to pick up props. Only a specialist is at work. I see that whoever comes to get a loan is ahead of me. Your service is very bad!!!,8.49e-06,az,True,True,False,True,False,False,True
60,60,60,"в течении суток только садятся деньги, работники банка не дают никакую информацию когда сядут деньги. держат на линии более 10 минут и просто сбрасывается звонок! о информации когда сядут деньги обещают день два... это немыслимо просто!!! очень пожалела что связалась с этим банком! только открыла карту, заплатила 20 манат и жду когда сядут деньги чтоб снять и больше в жизни к вам не обращатьс",1/1/2020,"during the day, money only is transfered, bank employees do not give any information when the money transfer. keep on the line for more than 10 minutes and the call is disconnected! about information when the money runs out they promise two days ... it's simply unthinkable !!! I really regret that I contacted this bank! I just opened the card, paid 20 manats and I’m waiting for the money to be transfered to withdraw and never contact you again in my life.",9.18e-06,ru,True,True,True,True,True,True,False
61,61,61,"Пытался положить 100 азн, а они не сели на карту. В итоге остался без денег и банк не работает. Я в ужасе.",1/1/2020,"I tried to put 100 azn, but they did not sit on the card. As a result, I was without money and the bank did not work. I am terrified.",9.69e-06,ru,False,False,False,False,False,False,False
62,62,62,"Çooox peşman olmuşam. Müştəri hansı problemlərlə üzləşə bilərsə, üzləşdim: yeni kartda pin-kod problemi, məndən xəbərsiz məxfi sözün təyin olunması və mənə bildirilməməsi, mobil tətbiqin məni ""tanımaması"", bu problemin uzun müddət həll olunmaması, qaynar xətt operatorunun məni Neftçilər filialının işləyədiyinə əmin edib tıxacda ora yollaması və o filialın işləməməsi, toplanmış bonusların yalnız ay ərzində keşbek kimi qaytarmaq imkanı, sonra isə yalnız bonus kimi istifadə edə bilməsi.",1/1/2021,"I am very sorry. I faced all the problems that a customer can face: a pin-code problem on a new card, a password was set without my knowledge and was not notified to me, the mobile application did not ""recognize"" me, this problem was not solved for a long time, the hotline operator assured me that the Neftchilar branch was working and went there in traffic shipping and that branch is not working, the ability to return collected bonuses as cashback only during the month, and then only use them as bonuses.",1.1e-05,az,True,False,True,True,True,True,False
63,63,63,"Deməli Yasamalda ATS-in qabağındakı bankomat işləmir, məcbur olursan kartdan pul çıxartmağa Yasamaldakı filiala müraciət edesen. Azərbaycan Respublikasının qanunvericiliyinə uyğun olaraq mülki etibarnamə ilə müraciət etmişəm hansı etibarnamə ki hər şeyə keçerlidir. Yoldaşımın vəsiqə rekvizitləri dəyişdiyi üçün etibarnaməni qəbul edə bilmirik deyib əyləşin auditdən rəsmi icazə alaq ondan sonra kartdakı vəsaiti verək. Bu bank işçilərinin hələ xəbəri yoxdur ki, vəsiqəni deyişmək etibarnaməni qüvvədən salmır. Auditin rəy bildirməsi mənim 2 saatımı boşuna aparıb. Belə çıxır ki, Azərbaycan Respublikasının qayda qanunlarına zidd çıxır da bu bank. İşliyə bilmirsiz fəaliyyət göstərməyin.",1/1/2017,"So, the ATM in front of the ATS in Yasamal does not work, if you are forced to withdraw money from the card, you should apply to the branch in Yasamal. In accordance with the legislation of the Republic of Azerbaijan, I applied with a power of attorney, which power of attorney is valid for everything. The bank employee said that we can't accept the power of attorney because the details of his license have changed. Let's sit down and get official permission from the audit. After that, we will give the funds on the card. These bank employees still do not know that changing the ID does not invalidate the power of attorney. The audit report wasted my 2 hours. It turns out that this bank also violates the rules and regulations of the Republic of Azerbaijan. Do not work if you are unable.",1.28e-05,az,False,False,True,False,True,True,False
64,64,64,"Ужасный банк. Месяц прошел, никто не связался. Сумму не поделили на месяцы, свою ошибку не признали. Теперь эту сумму приходится оплачивать. Это последний раз когда я и моя семья имеют дело с этим банком",1/1/2021,"Terrible bank. A month has passed, no one has contacted üith me. The amount was not divided into months, they did not admit their mistake. Now this amount has to be paid. This is the last time my family and I will deal with this bank.",1.48e-05,ru,False,True,False,True,False,False,False
65,65,65,"Son 2-3 ayda Ataturkdəki filial bərbad xidmət edir. Savadsız işçilər. Savadsız sadəcə. Bir emeliyyat üçün hazırda 50 dəqiqədir gözləyirəm. Nahardan çıxıb gələ bilmirlər. Ortalıqda dolaşmaqı bacaran 1-2 qız var, o qədər.",1/1/2018,"In the last 2-3 months, the branch in Ataturk has been providing poor service. Illiterate workers. Just illiterate. I am currently waiting 50 minutes for a process. They can't come back from dinner. There are 1-2 girls who can move around, that's all.",1.9e-05,az,False,True,True,True,True,False,False
